age,industry,title,annual_salary,bonus_salary,currency,country,state,city,overall_experience,field_experience,education,gender,fixed_country,exchange_rate,annual_salary_usd,bonus_salary_usd,total_salary_usd
35-44,Computing or Tech,Director of Technology,170000.0,0.0,USD,United States,Massachusetts,Boston,21 - 30 years,21 - 30 years,Some college,Man,united states,1.0,170000.0,0.0,170000.0
25-34,Business or Consulting,Senior Consultant,163000.0,15000.0,USD,USA,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,163000.0,15000.0,178000.0
45-54,Education (Higher Education),Librarian,64600.0,0.0,USD,United States,New York,upstate,21 - 30 years,11 - 20 years,Master's degree,Woman,united states,1.0,64600.0,0.0,0.0
35-44,Philanthropy ,Program Manager,140000.0,1500.0,USD,United States,Washington,Seattle,11 - 20 years,5-7 years,Master's degree,Woman,united states,1.0,140000.0,1500.0,141500.0
45-54,Health care,COMT ,62500.0,6000.0,USD,USA,New Mexico,Albuquerque ,21 - 30 years,21 - 30 years,College degree,Woman,united states,1.0,62500.0,6000.0,68500.0
35-44,Computing or Tech,Staff Security Operations Engineer,175000.0,17500.0,USD,U.S.,Nevada,Reno,21 - 30 years,8 - 10 years,Some college,Man,united states,1.0,175000.0,17500.0,192500.0
35-44,Education (Higher Education),Professor of [Humanities Discipline],72000.0,2800.0,USD,US,Illinois,Chicago ,11 - 20 years,11 - 20 years,PhD,Woman,united states,1.0,72000.0,2800.0,74800.0
35-44,Law,Director Business and Legal Affairs,165000.0,32000.0,USD,United States,New York,New York City,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,united states,1.0,165000.0,32000.0,197000.0
35-44,Media & Digital,Senior editor,100000.0,5000.0,USD,US,New York,NYC,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,100000.0,5000.0,105000.0
35-44,Health care,Senior Manager,130000.0,0.0,USD,USA,California,San Francisco,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,130000.0,0.0,130000.0
35-44,Government and Public Administration,Software Developer,157000.0,2000.0,USD,United States,Maryland,Washington DC,11 - 20 years,11 - 20 years,College degree,Man,united states,1.0,157000.0,2000.0,159000.0
35-44,Government and Public Administration,Training manager,80000.0,0.0,USD,US,Texas,Dallas,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,80000.0,0.0,80000.0
25-34,"Accounting, Banking & Finance",Sales Manager,120000.0,10000.0,USD,United States,California,Irvine,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,120000.0,10000.0,130000.0
18-24,Transport or Logistics,Aircraft Maintenance Technician,54080.0,3000.0,USD,United States,Wisconsin,Bay City,5-7 years,2 - 4 years,Some college,Woman,united states,1.0,54080.0,3000.0,57080.0
25-34,Business or Consulting,Business Analyst,92000.0,0.0,USD,United States,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,92000.0,0.0,0.0
25-34,Media & Digital,Senior Production Editor,66000.0,600.0,USD,US,New York,NYC,8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,66000.0,600.0,66600.0
25-34,Health care,Project Manager,80000.0,0.0,USD,U.S.,California,Los Angeles,2 - 4 years,1 year or less,College degree,Woman,united states,1.0,80000.0,0.0,0.0
25-34,Nonprofits,Communications Manager,51500.0,0.0,USD,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,united states,1.0,51500.0,0.0,51500.0
35-44,Computing or Tech,Software Engineer ,100000.0,0.0,USD,United States,Washington,Redmond,11 - 20 years,11 - 20 years,College degree,Man,united states,1.0,100000.0,0.0,100000.0
35-44,Biotech,Supervisor,120000.0,30000.0,USD,USA,California,San Diego,8 - 10 years,5-7 years,PhD,Woman,united states,1.0,120000.0,30000.0,150000.0
45-54,Law,Paralegal,66000.0,5000.0,USD,usa,California,san jose,11 - 20 years,2 - 4 years,College degree,Man,united states,1.0,66000.0,5000.0,71000.0
25-34,Nonprofits,State policy analyst,87000.0,0.0,USD,United States,District of Columbia,"Washington, D.C. ",8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,united states,1.0,87000.0,0.0,0.0
25-34,Computing or Tech,Technical Staff,132000.0,0.0,USD,USA,Massachusetts,Boston,2 - 4 years,2 - 4 years,PhD,Woman,united states,1.0,132000.0,0.0,132000.0
25-34,Health care,Front desk / administrative ,31000.0,1000.0,USD,Usa,California,Burbank,8 - 10 years,8 - 10 years,Some college,Woman,united states,1.0,31000.0,1000.0,32000.0
35-44,Oil & Gas,Office Manager,72250.0,8000.0,USD,USA,Texas,Midland,21 - 30 years,8 - 10 years,Some college,Woman,united states,1.0,72250.0,8000.0,80250.0
35-44,Law,Attorney,125000.0,0.0,USD,United States,Oklahoma,Oklahoma City,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,united states,1.0,125000.0,0.0,0.0
25-34,Early Childhood Education,Senior Strategic Business Developer,117500.0,11750.0,USD,USA,Oregon,Portland,8 - 10 years,1 year or less,Master's degree,Woman,united states,1.0,117500.0,11750.0,129250.0
25-34,Media & Digital,Senior Engineering Manager,181000.0,25000.0,USD,USA ,New York,New York ,8 - 10 years,8 - 10 years,College degree,Man,united states,1.0,181000.0,25000.0,206000.0
25-34,Computing or Tech,Lead Project Manager ,100000.0,0.0,USD,United States,Oregon,Portland,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,100000.0,0.0,0.0
25-34,Health care,Exercise Physiologist,37440.0,1000.0,USD,U.S.,North Carolina,Charlotte,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,37440.0,1000.0,38440.0
35-44,Nonprofits,CEO,170000.0,0.0,USD,US,California,Bay Area,21 - 30 years,11 - 20 years,College degree,Woman,united states,1.0,170000.0,0.0,0.0
45-54,Business or Consulting,Customer Service Technician,40000.0,0.0,USD,USA,Illinois,Arlington Heights,21 - 30 years,8 - 10 years,Some college,Woman,united states,1.0,40000.0,0.0,40000.0
35-44,Nonprofits,Program Manager,51000.0,0.0,USD,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,51000.0,0.0,51000.0
45-54,"Marketing, Advertising & PR",Marketing Strategist,68000.0,0.0,CAD,Canada,,Red Deer,21 - 30 years,11 - 20 years,College degree,Woman,canada,0.750496,51033.728,0.0,51033.728
25-34,"Accounting, Banking & Finance",Financial Analyst,83000.0,0.0,USD,USA,Oklahoma,Tulsa,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,83000.0,0.0,83000.0
25-34,"Marketing, Advertising & PR",Marketing Manager,105000.0,5000.0,USD,United States ,Washington,Seattle ,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,105000.0,5000.0,110000.0
25-34,Law,Public Defender,70000.0,0.0,USD,USA,Minnesota,Minneapolis ,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,united states,1.0,70000.0,0.0,70000.0
35-44,Computing or Tech,Senior implementation manager,95000.0,9500.0,USD,United States ,Utah,Draper,11 - 20 years,5-7 years,Some college,Man,united states,1.0,95000.0,9500.0,104500.0
45-54,Computing or Tech,Executive Assistant to CEO,134000.0,20000.0,USD,United States,California,Irvine,21 - 30 years,8 - 10 years,College degree,Woman,united states,1.0,134000.0,20000.0,154000.0
25-34,Computing or Tech,Product Marketing Manager ,120000.0,20000.0,USD,USA,New York,NYC,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,united states,1.0,120000.0,20000.0,140000.0
35-44,Education (Primary/Secondary),Director of Alumni Relations,83000.0,0.0,USD,United States,Texas,Dallas,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,83000.0,0.0,83000.0
35-44,Nonprofits,Director of Corporate and Foundation Relations ,80000.0,0.0,USD,United States,Maryland,Silver Spring ,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,80000.0,0.0,80000.0
25-34,Computing or Tech,Senior Project Manager ,85000.0,2500.0,USD,United States,Washington,Spokane,5-7 years,5-7 years,College degree,Woman,united states,1.0,85000.0,2500.0,87500.0
35-44,Hospitality & Events,General Manager ,58000.0,2000.0,USD,United States ,Missouri,Columbia ,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,58000.0,2000.0,60000.0
35-44,Computing or Tech,Software Engineer,190000.0,5000.0,USD,USA,New York,Troy,11 - 20 years,11 - 20 years,College degree,Man,united states,1.0,190000.0,5000.0,195000.0
35-44,Nonprofits,Senior project manager,75000.0,0.0,USD,United States,Georgia,Atlanta,8 - 10 years,2 - 4 years,Master's degree,Man,united states,1.0,75000.0,0.0,75000.0
18-24,Computing or Tech,Dasher Support Labs Agent,28536.0,1000.0,USD,US,Oklahoma,Broken Arrow,11 - 20 years,5-7 years,High School,Man,united states,1.0,28536.0,1000.0,29536.0
45-54,Health care,Nurse Practitioner ,103000.0,5000.0,USD,United States,Missouri,St. Louis,21 - 30 years,5-7 years,Master's degree,Woman,united states,1.0,103000.0,5000.0,108000.0
25-34,Law,Compliance Analyst,63000.0,11000.0,USD,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Man,united states,1.0,63000.0,11000.0,74000.0
35-44,Education (Primary/Secondary),Instructor,112000.0,0.0,USD,US,Illinois,Winnetka ,11 - 20 years,11 - 20 years,PhD,Woman,united states,1.0,112000.0,0.0,0.0
25-34,Computing or Tech,Business Analyst,100000.0,0.0,AUD,Australia,,Melbourne,2 - 4 years,2 - 4 years,College degree,Woman,australia,0.671307,67130.7,0.0,0.0
45-54,"Accounting, Banking & Finance",Accounting Supervisor ,76000.0,7600.0,USD,US,Illinois,Naperville ,21 - 30 years,21 - 30 years,College degree,Woman,united states,1.0,76000.0,7600.0,83600.0
25-34,Hospitality & Events,Project Manager,70000.0,10000.0,USD,United States,Oregon,Portland ,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,70000.0,10000.0,80000.0
45-54,Hospitality & Events,"Project Manager, global learning",92000.0,20000.0,USD,United States,Georgia,Atlanta ,21 - 30 years,2 - 4 years,College degree,Woman,united states,1.0,92000.0,20000.0,112000.0
25-34,Law,City Prosecutor,80000.0,0.0,USD,United States,Mississippi,Gulfport,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,united states,1.0,80000.0,0.0,0.0
35-44,Education (Higher Education),Academic Advisor,60000.0,0.0,USD,USA,New York,New York,21 - 30 years,11 - 20 years,Master's degree,Woman,united states,1.0,60000.0,0.0,60000.0
25-34,Transport or Logistics,Operations Manager,91000.0,45000.0,USD,United States,Pennsylvania,Harrisburg,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,91000.0,45000.0,136000.0
45-54,Education (Primary/Secondary),Teacher,78000.0,0.0,USD,US,Wyoming,Casper,21 - 30 years,21 - 30 years,Master's degree,Woman,united states,1.0,78000.0,0.0,78000.0
35-44,Computing or Tech,Senior Developer,140000.0,12000.0,CAD,Canada,,,8 - 10 years,8 - 10 years,College degree,Man,canada,0.750496,105069.44,9005.952000000001,114075.392
45-54,Computing or Tech,Senior software engineer ,163000.0,0.0,USD,US,Washington,Seattle ,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,163000.0,0.0,0.0
25-34,Government and Public Administration,Health Inspector,40000.0,0.0,USD,USA,Florida,Tampa,5-7 years,5-7 years,College degree,Man,united states,1.0,40000.0,0.0,40000.0
25-34,Health care,Technical Project Manager,95000.0,5450.0,USD,United States,California,Santa Clara,2 - 4 years,8 - 10 years,Master's degree,Woman,united states,1.0,95000.0,5450.0,100450.0
35-44,Computing or Tech,Software Architect,120000.0,0.0,USD,Us,Wisconsin,Milwaukee ,11 - 20 years,11 - 20 years,College degree,Man,united states,1.0,120000.0,0.0,0.0
25-34,Education (Higher Education),Business Analyst,77000.0,0.0,USD,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,77000.0,0.0,77000.0
25-34,"Accounting, Banking & Finance",Payroll Specialist ,75000.0,7000.0,USD,United States ,Tennessee,Nashville ,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,75000.0,7000.0,82000.0
35-44,Computing or Tech,Sr Software Engineer,150000.0,6000.0,USD,USA,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Man,united states,1.0,150000.0,6000.0,156000.0
25-34,Hospitality & Events,Senior Events Manager,75000.0,0.0,USD,United States,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,75000.0,0.0,75000.0
25-34,Computing or Tech,Lead DevOps Engineer,147000.0,15000.0,USD,United States,New York,New York,11 - 20 years,5-7 years,Some college,Man,united states,1.0,147000.0,15000.0,162000.0
25-34,Computing or Tech,Product Manager,103000.0,0.0,USD,USA,Texas,Grapevine,2 - 4 years,2 - 4 years,College degree,Man,united states,1.0,103000.0,0.0,0.0
25-34,Nonprofits,Communications Coordinator ,57500.0,4650.0,USD,United States,District of Columbia,Washington DC,5-7 years,5-7 years,College degree,Woman,united states,1.0,57500.0,4650.0,62150.0
25-34,Computing or Tech,Systems Engineer,129000.0,25000.0,USD,usa,California,Bay area,2 - 4 years,2 - 4 years,PhD,Woman,united states,1.0,129000.0,25000.0,154000.0
45-54,Engineering or Manufacturing,General Ledger Account,55000.0,0.0,USD,United States,Utah,Orem,21 - 30 years,21 - 30 years,College degree,Woman,united states,1.0,55000.0,0.0,0.0
45-54,"Publishing: Science, Academic, Technical ",Production Specialist,81500.0,0.0,USD,United States,Oregon,Portland ,21 - 30 years,21 - 30 years,College degree,Woman,united states,1.0,81500.0,0.0,81500.0
25-34,Engineering or Manufacturing,Fabricator ,85000.0,0.0,USD,Usa,California,Oakland ,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,85000.0,0.0,0.0
25-34,"Accounting, Banking & Finance",Accounts Payable/Accounts Receivable,27000.0,0.0,USD,United States,Ohio,Toledo,5-7 years,1 year or less,High School,Woman,united states,1.0,27000.0,0.0,27000.0
18-24,"Accounting, Banking & Finance",Associate Financial Advisor ,43000.0,1000.0,USD,United States,Colorado,Denver,1 year or less,1 year or less,College degree,Woman,united states,1.0,43000.0,1000.0,44000.0
25-34,Computing or Tech,Site Reliability Engineer,123000.0,0.0,CAD,Canada,,Toronto,5-7 years,5-7 years,College degree,Woman,canada,0.750496,92311.008,0.0,0.0
25-34,Health care,Content Marketing Specialist,80000.0,6500.0,USD,United States,"Colorado, Illinois","Denver, Chicago",5-7 years,5-7 years,College degree,Woman,united states,1.0,80000.0,6500.0,86500.0
25-34,Computing or Tech,Manager of Customer Operations,73000.0,7300.0,USD,USA,Utah,South Jordan,5-7 years,2 - 4 years,Master's degree,Woman,united states,1.0,73000.0,7300.0,80300.0
25-34,Real Estate Affordable Housing,Director of Marketing & Compliance,120000.0,0.0,USD,United States,New York,New York,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,120000.0,0.0,0.0
35-44,Computing or Tech,Scientist 2,156832.0,20000.0,USD,USA,Massachusetts,"Cambridge, MA",11 - 20 years,11 - 20 years,College degree,Man,united states,1.0,156832.0,20000.0,176832.0
25-34,"Marketing, Advertising & PR",Marketing Manager,100000.0,10000.0,USD,United States,Tennessee,Narnia,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,100000.0,10000.0,110000.0
35-44,Education (Primary/Secondary),Public school teacher,91243.0,1500.0,USD,usa,Washington,Edmonds,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,91243.0,1500.0,92743.0
35-44,Education (Higher Education),Director of Global Outreach,91500.0,0.0,USD,USA,California,Berkeley,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,united states,1.0,91500.0,0.0,91500.0
35-44,Law,Attorney Manager,108000.0,0.0,USD,United States,Missouri,Saint Louis,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,united states,1.0,108000.0,0.0,108000.0
35-44,Computing or Tech,Software Engineer senior principal ,189000.0,60000.0,USD,USA,Colorado,Denver CO,21 - 30 years,21 - 30 years,College degree,Man,united states,1.0,189000.0,60000.0,249000.0
25-34,Computing or Tech,Team Lead,135000.0,0.0,CAD,Canada,,Toronto,8 - 10 years,8 - 10 years,College degree,Man,canada,0.750496,101316.96,0.0,101316.96
25-34,Health care,School mental health therapist ,73000.0,0.0,USD,United States,Alaska,Anchorage,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,73000.0,0.0,73000.0
25-34,Transport or Logistics,aerospace machinist ,84000.0,1400.0,USD,usa,Washington,renton ,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,84000.0,1400.0,85400.0
25-34,Property or Construction,Contract administrator ,65000.0,0.0,AUD,Australia,,Perth,8 - 10 years,8 - 10 years,Some college,Woman,australia,0.671307,43634.955,0.0,43634.955
35-44,Government and Public Administration,Program Officer,90000.0,0.0,USD,USA,District of Columbia,Washington,8 - 10 years,8 - 10 years,PhD,Woman,united states,1.0,90000.0,0.0,90000.0
25-34,Social Work,Eligibility Worker,42000.0,0.0,USD,USA,California,Los Angeles,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,42000.0,0.0,0.0
25-34,Computing or Tech,Developer Educator III,150000.0,0.0,USD,USA,Oregon,Portland,5-7 years,5-7 years,College degree,Man,united states,1.0,150000.0,0.0,0.0
25-34,"Marketing, Advertising & PR",Account Manager,49000.0,0.0,USD,Unites States,Tennessee,Nashville,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,49000.0,0.0,0.0
25-34,Education (Primary/Secondary),High school teacher,100000.0,5000.0,USD,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,100000.0,5000.0,105000.0
25-34,"Marketing, Advertising & PR",Senior brand writer,120000.0,6000.0,USD,USA,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,120000.0,6000.0,126000.0
25-34,"Accounting, Banking & Finance",Senior auditor,77000.0,1200.0,USD,United States,New York,New York City,2 - 4 years,2 - 4 years,Master's degree,Woman,united states,1.0,77000.0,1200.0,78200.0
25-34,Transport or Logistics,Train driver,58950.0,17500.0,GBP,United Kingdom,,London ,8 - 10 years,8 - 10 years,College degree,Man,united kingdom,1.19112,70216.52399999999,20844.6,91061.124
35-44,Computing or Tech,Paid social marketing manager ,86000.0,0.0,USD,United States,Texas,Austin,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,86000.0,0.0,0.0
